Timestamp,Running Status
1/12/2020 4:18,1
1/12/2020 10:38,1
1/12/2020 10:40,1
1/12/2020 10:42,1
1/12/2020 10:51,1
1/12/2020 10:52,1
1/12/2020 18:46,1
2/12/2020 2:41,1
2/12/2020 10:34,1
2/12/2020 14:43,1
2/12/2020 14:44,1
2/12/2020 14:53,1
2/12/2020 14:54,1
2/12/2020 15:34,1
2/12/2020 15:36,1
2/12/2020 15:37,1
2/12/2020 15:47,1
2/12/2020 15:49,1
2/12/2020 15:50,1
2/12/2020 17:54,1
2/12/2020 17:59,1
2/12/2020 19:31,1
2/12/2020 19:34,1
2/12/2020 19:34,1
2/12/2020 20:05,1
2/12/2020 21:17,1
2/12/2020 21:19,1
2/12/2020 21:19,1
2/12/2020 21:29,1
2/12/2020 21:29,1
2/12/2020 22:00,1
3/12/2020 5:53,1
3/12/2020 11:02,1
3/12/2020 11:12,1
3/12/2020 11:21,1
3/12/2020 11:22,1
3/12/2020 19:15,1
4/12/2020 3:07,1
4/12/2020 10:59,1
4/12/2020 18:52,1
5/12/2020 2:44,1
5/12/2020 10:39,1
5/12/2020 18:32,1
6/12/2020 2:24,1
6/12/2020 10:17,1
6/12/2020 18:10,1
7/12/2020 2:03,1
7/12/2020 9:58,1
7/12/2020 17:50,1
8/12/2020 1:42,1
8/12/2020 9:34,1
8/12/2020 17:26,1
9/12/2020 1:21,1
9/12/2020 9:14,1
9/12/2020 17:08,1
10/12/2020 1:02,1
10/12/2020 8:54,1
10/12/2020 16:45,1
11/12/2020 0:39,1
11/12/2020 8:34,1
11/12/2020 16:29,1
12/12/2020 0:21,1
12/12/2020 8:13,1
12/12/2020 16:06,1
12/12/2020 23:58,1
13/12/2020 7:48,1
13/12/2020 15:42,1
13/12/2020 23:41,1
14/12/2020 7:36,1
14/12/2020 15:26,1
14/12/2020 23:21,1
15/12/2020 7:12,1
15/12/2020 15:04,1
15/12/2020 22:57,1
16/12/2020 6:51,1
16/12/2020 14:44,1
16/12/2020 22:38,1
17/12/2020 6:32,1
17/12/2020 14:25,1
17/12/2020 22:17,1
18/12/2020 6:09,1
18/12/2020 14:02,1
18/12/2020 21:55,1
19/12/2020 5:47,1
19/12/2020 13:38,1
19/12/2020 21:31,1
20/12/2020 5:23,1
20/12/2020 13:16,1
20/12/2020 21:10,1
21/12/2020 5:03,1
21/12/2020 12:57,1
21/12/2020 20:52,1
22/12/2020 4:45,1
22/12/2020 12:38,1
22/12/2020 20:31,1
23/12/2020 4:24,1
23/12/2020 12:16,1
23/12/2020 20:09,1
24/12/2020 4:00,1
24/12/2020 11:54,1
24/12/2020 19:48,1
25/12/2020 3:41,1
25/12/2020 11:35,1
25/12/2020 19:28,1
26/12/2020 3:22,1
26/12/2020 11:17,1
26/12/2020 19:10,1
27/12/2020 3:04,1
27/12/2020 10:55,1
27/12/2020 18:47,1
27/12/2020 18:57,1
27/12/2020 18:57,1
27/12/2020 19:07,1
27/12/2020 19:08,1
27/12/2020 19:17,1
27/12/2020 19:18,1
27/12/2020 19:28,1
27/12/2020 19:28,1
27/12/2020 19:38,1
27/12/2020 19:38,1
27/12/2020 19:48,1
27/12/2020 19:48,1
27/12/2020 19:58,1
27/12/2020 19:59,1
27/12/2020 20:03,1
28/12/2020 3:54,1
28/12/2020 11:46,1
28/12/2020 19:41,1
29/12/2020 3:33,1
29/12/2020 11:28,1
29/12/2020 19:22,1
30/12/2020 3:13,1
30/12/2020 11:06,1
30/12/2020 18:58,1
31/12/2020 2:51,1
31/12/2020 10:44,1
31/12/2020 18:38,1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
