Timestamp,Running Status
Number of Values:,1312
1/01/2021 2:33,1
1/01/2021 10:24,1
1/01/2021 18:23,1
2/01/2021 2:14,1
2/01/2021 10:07,1
2/01/2021 18:07,1
3/01/2021 2:00,1
3/01/2021 9:53,1
3/01/2021 17:46,1
4/01/2021 1:39,1
4/01/2021 9:33,1
4/01/2021 17:27,1
5/01/2021 1:20,1
5/01/2021 9:11,1
5/01/2021 17:03,1
6/01/2021 0:56,1
6/01/2021 8:49,1
6/01/2021 16:41,1
7/01/2021 0:33,1
7/01/2021 8:26,1
7/01/2021 16:19,1
8/01/2021 0:12,1
8/01/2021 8:07,1
8/01/2021 16:00,1
8/01/2021 23:53,1
9/01/2021 7:45,1
9/01/2021 15:39,1
9/01/2021 23:30,1
10/01/2021 7:22,1
10/01/2021 15:16,1
10/01/2021 23:07,1
11/01/2021 7:01,1
11/01/2021 14:55,1
11/01/2021 22:49,1
12/01/2021 6:42,1
12/01/2021 14:34,1
12/01/2021 22:27,1
13/01/2021 6:21,1
13/01/2021 14:13,1
13/01/2021 22:06,1
14/01/2021 5:58,1
14/01/2021 13:53,1
14/01/2021 21:45,1
15/01/2021 5:38,1
15/01/2021 13:30,1
15/01/2021 21:24,1
16/01/2021 5:19,1
16/01/2021 6:50,0
16/01/2021 6:50,1
16/01/2021 6:53,0
16/01/2021 6:54,1
16/01/2021 7:02,0
16/01/2021 7:03,1
16/01/2021 14:56,1
16/01/2021 22:49,1
17/01/2021 6:44,1
17/01/2021 14:38,1
17/01/2021 22:30,1
18/01/2021 6:23,1
18/01/2021 14:17,1
18/01/2021 22:08,1
19/01/2021 6:01,1
19/01/2021 13:54,1
19/01/2021 21:46,1
20/01/2021 5:39,1
20/01/2021 13:34,1
20/01/2021 17:42,0
20/01/2021 17:43,1
20/01/2021 17:45,0
20/01/2021 17:45,1
20/01/2021 17:47,0
20/01/2021 17:47,1
20/01/2021 17:51,0
20/01/2021 17:52,1
20/01/2021 17:56,0
20/01/2021 17:56,1
20/01/2021 18:00,0
20/01/2021 18:01,1
20/01/2021 18:02,0
20/01/2021 18:03,1
20/01/2021 18:05,0
20/01/2021 18:05,1
20/01/2021 18:09,0
20/01/2021 18:10,1
20/01/2021 18:11,0
20/01/2021 18:12,1
20/01/2021 18:14,0
20/01/2021 18:14,1
20/01/2021 18:18,0
20/01/2021 18:19,1
20/01/2021 18:20,0
20/01/2021 18:21,1
20/01/2021 18:23,0
20/01/2021 18:23,1
20/01/2021 18:25,0
20/01/2021 18:25,1
20/01/2021 18:29,0
20/01/2021 18:30,1
20/01/2021 18:32,0
20/01/2021 18:32,1
20/01/2021 18:34,0
20/01/2021 18:34,1
20/01/2021 18:38,0
20/01/2021 18:39,1
20/01/2021 18:41,0
20/01/2021 18:41,1
20/01/2021 18:43,0
20/01/2021 18:43,1
20/01/2021 18:47,0
20/01/2021 18:48,1
20/01/2021 18:52,0
20/01/2021 18:52,1
20/01/2021 18:56,0
20/01/2021 18:57,1
20/01/2021 18:58,0
20/01/2021 18:59,1
20/01/2021 19:01,0
20/01/2021 19:01,1
20/01/2021 19:05,0
20/01/2021 19:06,1
20/01/2021 19:07,0
20/01/2021 19:08,1
20/01/2021 19:10,0
20/01/2021 19:10,1
20/01/2021 19:14,0
20/01/2021 19:15,1
20/01/2021 19:16,0
20/01/2021 19:17,1
20/01/2021 19:19,0
20/01/2021 19:19,1
20/01/2021 19:21,0
20/01/2021 19:21,1
20/01/2021 19:25,0
21/01/2021 3:17,0
21/01/2021 11:11,0
21/01/2021 19:04,0
22/01/2021 2:56,0
22/01/2021 10:50,0
22/01/2021 18:46,0
23/01/2021 2:39,0
23/01/2021 10:30,0
23/01/2021 18:21,0
24/01/2021 2:14,0
24/01/2021 10:05,0
24/01/2021 17:58,0
25/01/2021 1:25,1
25/01/2021 1:26,0
25/01/2021 1:27,1
25/01/2021 1:31,0
25/01/2021 1:31,1
25/01/2021 1:35,0
25/01/2021 1:36,1
25/01/2021 1:40,0
25/01/2021 1:40,1
25/01/2021 1:41,0
25/01/2021 1:42,1
25/01/2021 1:46,0
25/01/2021 1:46,1
25/01/2021 1:48,0
25/01/2021 1:48,1
25/01/2021 1:50,0
25/01/2021 1:51,1
25/01/2021 1:55,0
25/01/2021 1:55,1
25/01/2021 1:57,0
25/01/2021 1:57,1
25/01/2021 1:59,0
25/01/2021 2:00,1
25/01/2021 2:01,0
25/01/2021 2:02,1
25/01/2021 2:06,0
25/01/2021 2:06,1
25/01/2021 2:08,0
25/01/2021 2:09,1
25/01/2021 2:10,0
25/01/2021 2:11,1
25/01/2021 2:15,0
25/01/2021 2:15,1
25/01/2021 2:17,0
25/01/2021 2:18,1
25/01/2021 2:19,0
25/01/2021 2:20,1
25/01/2021 2:24,0
25/01/2021 2:24,1
25/01/2021 2:28,0
25/01/2021 2:29,1
25/01/2021 2:33,0
25/01/2021 2:33,1
25/01/2021 2:35,0
25/01/2021 2:35,1
25/01/2021 2:37,0
25/01/2021 2:38,1
25/01/2021 2:42,0
25/01/2021 2:42,1
25/01/2021 2:44,0
25/01/2021 2:44,1
25/01/2021 2:46,0
25/01/2021 2:47,1
25/01/2021 2:51,0
25/01/2021 2:51,1
25/01/2021 2:53,0
25/01/2021 2:53,1
25/01/2021 2:55,0
25/01/2021 2:56,1
25/01/2021 2:57,0
25/01/2021 2:58,1
25/01/2021 3:02,0
25/01/2021 3:02,1
25/01/2021 3:04,0
25/01/2021 3:05,1
25/01/2021 3:06,0
25/01/2021 3:07,1
25/01/2021 3:11,0
25/01/2021 3:11,1
25/01/2021 3:13,0
25/01/2021 3:14,1
25/01/2021 3:15,0
25/01/2021 3:16,1
25/01/2021 3:20,0
25/01/2021 3:20,1
25/01/2021 3:24,0
25/01/2021 3:25,1
25/01/2021 3:29,0
25/01/2021 3:29,1
25/01/2021 3:31,0
25/01/2021 3:31,1
25/01/2021 3:33,0
25/01/2021 3:34,1
25/01/2021 3:38,0
25/01/2021 3:38,1
25/01/2021 3:40,0
25/01/2021 3:40,1
25/01/2021 3:42,0
25/01/2021 3:43,1
25/01/2021 3:47,0
25/01/2021 3:47,1
25/01/2021 3:49,0
25/01/2021 3:49,1
25/01/2021 3:51,0
25/01/2021 3:52,1
25/01/2021 3:53,0
25/01/2021 3:54,1
25/01/2021 3:58,0
25/01/2021 3:58,1
25/01/2021 4:00,0
25/01/2021 4:01,1
25/01/2021 4:02,0
25/01/2021 4:03,1
25/01/2021 4:07,0
